///////////////////////////
///// MIXING RECIPES /////
//////////////////////////

//Item1|Count|Item2|Count|Item3|Count|Gives (Optional)

//Science
5046|MIX|5024|20|5028|5|2492|1
5052|MIX|5030|20|5024|5|2492|1
5048|MIX|5026|20|5030|5|2492|1

5072|MIX|3838|200|5054|4|5024|5
5070|MIX|3946|100|5060|4|5028|5
5074|MIX|340|200|5058|4|5030|5
5076|MIX|2272|30|5056|4|5026|5
7186|MIX|7162|200|7184|4|5028|5

5066|MIX|5050|2|5048|2|5028|5
5062|MIX|5046|2|5052|2|5024|5
5068|MIX|5052|2|5050|2|5030|5
5064|MIX|5048|2|5046|2|5026|5

5086|MIX|3722|75|970|50|3870|1

// Artifacts
5080|MIX|5070|1|5066|2|5064|5
5084|MIX|5072|1|5064|2|5062|5
5082|MIX|5076|1|5068|2|5066|5
5078|MIX|5074|1|5062|2|5068|5
7166|MIX|7186|1|5068|2|5064|5

//Transmog = 1052
// Misellaneous
1030|MIX|42|1|162|20|1052|1
1148|MIX|450|1|1140|20|1052|1
1318|MIX|1316|1|180|20|1052|1
1036|MIX|956|4|954|4|342|1
1630|MIX|956|4|376|20|1052|1
1044|MIX|866|1|184|20|1052|1
3772|MIX|3260|20|162|1|1052|1

// Magic Carpet
7144|MIX|2038|200|4388|50|2484|1

//Cryptic
2918|MIX|72|1|31|1|2916|1
2920|MIX|72|1|31|1|2916|1
2922|MIX|72|1|31|1|2916|1
2924|MIX|72|1|31|1|2916|1
1786|MIX|1492|1|1396|1|1352|1
1788|MIX|1354|1|1310|1|1492|1
3528|MIX|3494|1|334|20|1052|1
2950|MIX|1796|1|254|20|1052|1
1764|MIX|1216|1|168|20|1052|1
4516|MIX|2038|10|4444|10|922|10
4626|MIX|3138|1|3086|1|2874|1
4996|MIX|922|200|2206|200|4444|20
4986|MIX|1206|1|1110|20|1052|1
4956|MIX|3246|1|3248|2|2410|100
3806|MIX|428|20|3804|1|1052|1
3808|MIX|430|20|3804|1|1052|1
3308|MIX|1970|4|3312|8|3314|2
2910|MIX|2866|1|826|20|1052|1
2072|MIX|2206|200|1962|200|2038|200
6084|MIX|2206|10|1962|50|922|1
4742|MIX|2206|10|4444|10|2038|10
5666|MIX|138|10|410|1|60|1

// Storage Box
6288|MIX|6286|2|1422|20|1452|5
6290|MIX|6288|2|1422|20|1452|5

// Delicate
6236|MIX|186|7|888|20|3932|2
6242|MIX|186|7|888|20|894|2
6248|MIX|186|7|888|20|1260|2
6254|MIX|186|7|888|20|2912|2
6826|MIX|186|7|888|20|1708|2
6832|MIX|186|60|888|50|3934|2

// Exquisites
6240|MIX|186|5|260|5|6828|10
6246|MIX|186|5|260|5|6828|10
6252|MIX|186|5|260|5|6828|10
6258|MIX|186|5|260|5|6828|10
6830|MIX|186|5|260|5|6828|10
6836|MIX|186|5|260|5|6834|10

// Hand Drill, Nuclear Detonator
5522|MIX|2206|10|916|10|920|2
5524|MIX|2206|10|916|10|924|2

6334|MIX|6332|1|3422|1|900|2

//// Cybot Upgrades
// Shooter Bot
5780|MIX|5708|1|594|20|242|2
5782|MIX|5780|1|594|20|242|4
5784|MIX|5782|1|594|20|242|8

// Flame Bot
5786|MIX|5710|1|5024|100|242|2
5788|MIX|5786|1|5024|100|242|4
5790|MIX|5788|1|5024|100|242|8

// ShockBot
5792|MIX|5668|1|902|20|242|1
5794|MIX|5792|1|902|20|242|1
5796|MIX|5794|1|902|20|242|2

// Spike Bot
5798|MIX|5670|1|162|100|242|2
5800|MIX|5798|1|162|100|242|4
5802|MIX|5800|1|162|100|242|8

// SearBot
6148|MIX|6146|1|286|100|242|2
6150|MIX|6148|1|286|100|242|4
6152|MIX|6150|1|286|100|242|8
////

6786|MIX|6342|1|922|5|4444|5
6798|MIX|5772|1|5808|1|6370|1

// Role crafts, todo - add conditions
6948|MIX|6986|50|7006|50|6970|50
7008|MIX|7006|10|6988|10|6970|5
7150|MIX|7156|20|7154|5|6986|5

// Elegants
6934|MIX|6828|2|186|100|6972|2
6936|MIX|6834|2|186|100|6960|10
6930|MIX|6248|2|186|100|6978|2

// Harvest Festival
//Songpyeon = 1056|Prosperity = 1098|Longevity = 1096|Harmony = 1058|Peace = 1094|Purity = 7058
//Balance = 1828|Ancestor = 3870
1056|MIX|1828|6|1096|4|1098|4
1062|MIX|1056|20|1098|20|1096|20
1068|MIX|1056|2|1096|4|1058|4
1064|MIX|1058|5|1096|5|1094|5
1066|MIX|1058|2|1098|2|1094|2|3
1060|MIX|1056|10|1058|20|1096|20
1054|MIX|1828|1|1094|1|1096|1|3
1826|MIX|1828|2|1096|7|1098|7
1824|MIX|1056|40|1828|50|1098|200
1804|MIX|1056|20|1828|20|1096|20
1836|MIX|1056|20|1094|20|1098|20
1830|MIX|1056|4|1828|12|1094|8
1808|MIX|1096|2|1828|1|1094|2
1806|MIX|1056|2|1828|2|1058|2
1810|MIX|1098|2|1828|2|1058|2
1834|MIX|1098|2|1096|2|1058|2|3
1832|MIX|1056|1|1098|3|1058|3
3896|MIX|3870|1|1828|1|1096|5
3894|MIX|1056|1|3870|2|1096|10
3868|MIX|1828|1|3870|1|1094|6
3884|MIX|3870|1|1058|2|1096|2
3886|MIX|1056|20|1828|20|3870|20
5098|MIX|1094|4|3870|1|1096|6|3
5200|MIX|1056|5|3870|4|1828|20
5198|MIX|1828|1|3870|1|1058|10|2
5112|MIX|1056|10|3870|2|1058|20
5102|MIX|3870|1|1096|4|1094|4|3
5118|MIX|1096|10|3870|1|1096|3

//Harvest clothes random
1088|MIX|1098|3|1096|3|1094|3
1090|MIX|1098|3|1096|3|1094|3
3882|MIX|1098|3|1096|3|1094|3
1070|MIX|1098|3|1096|3|1094|3
1074|MIX|1098|3|1096|3|1094|3
1086|MIX|1098|3|1096|3|1094|3
1072|MIX|1098|3|1096|3|1094|3
1084|MIX|1098|3|1096|3|1094|3
3872|MIX|1098|3|1096|3|1094|3
3876|MIX|1098|3|1096|3|1094|3
3878|MIX|1098|3|1096|3|1094|3
3880|MIX|1098|3|1096|3|1094|3
1082|MIX|1098|3|1096|3|1094|3
1076|MIX|1098|3|1096|3|1094|3
1078|MIX|1098|3|1096|3|1094|3
1080|MIX|1098|3|1096|3|1094|3
1092|MIX|1098|3|1096|3|1094|3
//Ssireum
1812|MIX|1058|5|1828|1|1094|4
1814|MIX|1058|5|1828|1|1094|4
1816|MIX|1058|5|1828|1|1094|4
1818|MIX|1058|5|1828|1|1094|4
1820|MIX|1058|5|1828|1|1094|4

// Songpyeon = 1056|Prosperity = 1098|Longevity = 1096|Harmony = 1058|Peace = 1094|Purity = 7058
// Balance = 1828|Ancestor = 3870
// Harvest Week 2018
7024|MIX|7058|3|1094|10|1828|12
7026|MIX|7058|3|1098|10|1058|10
7028|MIX|7058|3|1098|10|1058|10
7030|MIX|7058|3|1098|10|1058|10
7032|MIX|7058|3|1096|10|1094|10
7036|MIX|7058|3|1098|10|1096|10
7038|MIX|7058|5|1828|5|1056|1
7040|MIX|7058|5|1828|1|1056|1
7042|MIX|7058|5|1828|5|3870|10
7044|MIX|7058|20|1056|10|3870|20

// Winterfest
1378|MIX|900|1|1368|20|1052|1
2224|MIX|2222|1|1384|20|1052|1
1380|MIX|234|1|176|20|1052|1
3214|MIX|3246|1|3244|2|3248|1
2236|MIX|922|5|916|3|920|4
5376|MIX|954|25|1358|10|5374|10|5
5382|MIX|5348|10|4624|5|2564|10|5
5392|MIX|5384|1|4666|20|1052|1
5388|MIX|5384|1|196|20|1052|1
5390|MIX|5386|1|4982|20|1052|1

// Summerfest
4824|MIX|4822|1|2856|20|1052|1
4826|MIX|4822|1|1676|20|1052|1
4828|MIX|4822|1|1678|20|1052|1
3694|MIX|3764|10|1354|1|1492|1

// Cinco de Mayonnaise
4662|MIX|1578|200|710|1|1586|1
6040|MIX|1578|200|710|1|6038|1
4644|MIX|1714|1|1712|1|1710|1

// St Patrick's Week
3418|MIX|528|10|3424|2|3422|1

// Pineapple Week
4754|MIX|4752|1|4658|20|922|1

// Easter Week
//Striped = 2544|Jagged = 2548|Polka Dots = 2546|Checkered = 2552|Wavey = 2550|Rainbow = 2554
//Pastel Walls
2496|MIX|2544|1|2548|1|2546|1
2500|MIX|2544|1|2546|1|2552|1
2502|MIX|2544|1|2548|1|2550|1
2498|MIX|2544|1|2546|1|2550|1
2504|MIX|2544|1|2548|1|2552|1
2506|MIX|2544|1|2548|1|2552|1
2508|MIX|2548|1|2546|1|2550|1
2514|MIX|2546|1|2550|1|2552|1
2516|MIX|2546|1|2548|1|2552|1
2494|MIX|2554|10|2550|10|2552|10
2564|MIX|2550|1|2548|1|2552|1
//Dark Chocolate Block ->         
4924|MIX|2554|1|2548|1|2546|1
2562|MIX|2554|1|2548|1|2544|1
2556|MIX|2554|1|2544|1|2552|1
3446|MIX|2554|1|2546|1|2548|1
3462|MIX|2554|10|2544|1|2552|10
4554|MIX|2554|1|2544|1|2550|1
4608|MIX|2554|10|2548|10|2552|10
4556|MIX|2554|1|2550|1|2546|1

// Halloween  
4168|MIX|4170|2|1178|2|4174|1
4170|MIX|4180|1|3248|1|100|10
5212|MIX|5210|1|4168|1|4538|1
5242|MIX|4174|1|786|1|4192|10
5246|MIX|5252|2|5254|2|5250|2
5230|MIX|5224|1|3824|20|3482|10
5228|MIX|5224|1|3822|20|3488|10
5226|MIX|5224|1|3826|20|3486|10

// Valentines
//GHC = 1458
4420|MIX|1458|1|386|200|4416|1
1466|MIX|1458|1|386|200|1470|1
1464|MIX|1458|1|386|200|366|1
1460|MIX|1458|1|386|200|362|1
1462|MIX|1458|1|386|200|364|1
2394|MIX|1458|1|386|200|2384|1
4414|MIX|1458|1|386|200|4412|1
1822|MIX|1458|1|386|200|496|1
2386|MIX|1458|1|386|200|2388|1
2392|MIX|1458|1|386|200|2390|1

// Pineapple
6112|MIX|6114|2|6116|4|6118|8

