// Door [R2] = Dirt Seed + Cave Background Seed
166|117|15

// White Block [R6] = Bricks Seed + Mushroom Seed
168|117|195

// Red Block [R4] = Bricks Seed + Lava Seed
170|117|5

// Orange Block [R9] = Bricks Seed + Poppy Seed
172|117|189

// Yellow Block [R6] = Bricks Seed + Daisy Seed
174|117|23

// Green Block [R5] = Bricks Seed + Grass Seed
176|117|17

// Aqua Block [R5] = Bricks Seed + Glass Pane Seed
178|117|57

// Blue Block [R15] = Bricks Seed + Blueberry Seed
180|117|197

// Purple Block [R19] = Red Block Seed + Blue Block Seed
182|171|181

// Brown Block [R4] = Bricks Seed + Dirt Seed
184|117|3

// Steel Block [R35] = Purple Block Seed + Portcullis Seed
186|183|61

// Poppy [R6] = Rose Seed + Daisy Seed
188|191|23

// Rose [R3] = Grass Seed + Lava Seed
190|17|5

// Bush [R9] = Poppy Seed + Rose Seed
192|189|191

// Mushroom [R3] = Cave Background Seed + Grass Seed
194|15|17

// Blueberry [R12] = Bush Seed + Mushroom Seed
196|193|195

// Flowery Wallpaper [R7] = Wooden Background Seed + Daisy Seed
198|53|23

// Stripey Wallpaper [R10] = Green Block Seed + Aqua Block Seed
200|177|179

// Burglar Mask [R8] = Cave Background Seed + Brick Background Seed
208|15|119

// Referee Shirt [R10] = Black Block Seed + White Block Seed
210|167|169

// Froghat [R14] = Aqua Block Seed + Bush Seed
212|179|193

// Flashlight [R10] = Black Block Seed + Yellow Block Seed
214|167|175

// Rooster Hat [R12] = Yellow Block Seed + White Block Seed
216|175|169

// Wooden Chair [R11] = Wooden Platform Seed + Toilet Seed
218|103|107

// Note Block [R30] = Blue Block Seed + Olde Timey Radio Seed
220|181|65

// Wooden Table [R6] = Wooden Platform Seed + Wood Block Seed
222|103|101

// House Entrance [R10] = Dungeon Door Seed + Door Seed
224|31|13

// Bathtub [R13] = Toilet Seed + White Block Seed
230|107|169

// White Beard [R15] = White Block Seed + Bush Seed
232|169|193

// Santa Hat [R10] = Red Block Seed + White Block Seed
234|171|169

// Santa Pants [R5] = Lava Seed + Grey Block Seed
236|5|165

// Santa Vest [R7] = Lava Seed + White Block Seed
238|5|169

// Sack O' Joy [R75] = Note Block Seed + Disco Ball Seed
240|221|115

// Music Box [R38] = Rubber Ducky Seed + Olde Timey Radio Seed
246|301|65

// Evil Bricks [R5] = Lava Seed + Black Block Seed
248|5|167

// Asbestos Boots [R11] = Evil Bricks Seed + Yellow Block Seed
250|249|175

// Cuzco Wall Mount [R18] = Painting: Yerfdog Seed + Dungeon Door Seed
252|109|31

// Robot Wants Dubstep [R65] = Note Block Seed + Steel Block Seed
254|221|187

// Saturday Night Vest [R86] = Golden Block Seed + Disco Ball Seed
256|261|115

// White Bellbottoms [R51] = White Block Seed + Disco Ball Seed
258|169|115

// Golden Block [R41] = Steel Block Seed + Yellow Block Seed
260|187|175

// Picket Fence [R17] = Wooden Chair Seed + White Block Seed
264|219|169

// Long Black Hair [R20] = Black Block Seed + Portcullis Seed
266|167|61

// Purple Mohawk [R36] = Picket Fence Seed + Purple Block Seed
268|265|183

// Messy Brown Hair [R5] = Crappy Sign Seed + Grass Seed
270|27|17

// Long Brown Hair [R8] = Wooden Table Seed + Grass Seed
272|223|17

// Bed [R14] = Wooden Chair Seed + Mushroom Seed
280|219|195

// Polka Dot Block [R15] = White Block Seed + Orange Block Seed
282|169|173

// Checker Wallpaper [R11] = Window Seed + Evil Bricks Seed
284|55|249

// Fireplace [R46] = Evil Bricks Seed + Golden Block Seed
286|249|261

// Snorkel [R15] = Bathtub Seed + Glass Pane Seed
288|231|57

// Ninja Mask [R44] = The Darkness Seed + Black Block Seed
290|299|167

// Ninja Tights [R59] = The Darkness Seed + Purple Block Seed
292|299|183

// Ninja Vest [R55] = The Darkness Seed + Blue Block Seed
294|299|181

// Ninja Slippers [R44] = The Darkness Seed + Brown Block Seed
296|299|185

// The Darkness [R40] = Steel Block Seed + Evil Bricks Seed
298|187|249

// Rubber Ducky [R23] = Bathtub Seed + Painting: Dink Duck Seed
300|231|111

// Checkered Pajamas [R25] = Checker Wallpaper Seed + Bed Seed
302|285|281

// Tie Dyed Shirt [R26] = Polka Dot Block Seed + Checker Wallpaper Seed
304|283|285

// Rainbow Wig [R74] = Rainbow Block Seed + Fireplace Seed
306|309|287

// Rainbow Block [R28] = Purple Block Seed + Orange Block Seed
308|183|173

// Monocle [R44] = Music Box Seed + Window Seed
310|247|55

// Pirate Hat [R53] = Cannon Seed + Mushroom Seed
312|321|195

// Eyepatch [R68] = Cannon Seed + Cuzco Wall Mount Seed
314|321|253

// Peg Leg [R29] = Rubber Ducky Seed + Wooden Table Seed
316|301|223

// Diamond Ring [R141] = Golden Block Seed + Crystal Block Seed
318|261|263

// Cannon [R50] = Fireplace Seed + Black Block Seed
320|287|167

// High Tech Wall [R69] = Robot Wants Dubstep Seed + Black Block Seed
322|255|167

// High Tech Block [R69] = Robot Wants Dubstep Seed + Grey Block Seed
324|255|165

// Magic Bacon Wallpaper [R38] = Rainbow Block Seed + House Entrance Seed
326|309|225

// Bubble Wrap [R14] = Glass Pane Seed + Blueberry Seed
328|57|197

// Cactus [R17] = Bush Seed + Death Spikes Seed
330|193|163

// Sandstone [R18] = Cactus Seed + Dirt Seed
332|331|3

// Art Wall [R66] = Magic Bacon Wallpaper Seed + Rainbow Block Seed
334|327|309

// Stone Wall [R5] = Rock Seed + Grey Block Seed
336|11|165

// Das Red Balloon [R18] = Bubble Wrap Seed + Red Block Seed
338|329|171

// Chandelier [R87] = Fireplace Seed + Golden Block Seed
340|287|261

// Lovely Pink Dress [R10] = Flowery Wallpaper Seed + Mushroom Seed
342|199|195

// Fishnet Stockings [R79] = The Darkness Seed + Boombox Seed
344|299|63

// Monster Feet [R14] = Devil Horns Seed + Green Block Seed
346|127|177

// Hoop Earrings [R57] = Golden Halo Seed + Poppy Seed
348|129|189

// Lollipop [R31] = Blueberry Seed + Purple Block Seed
352|197|183

// Viking Helmet [R9] = Stone Wall Seed + Pointy Sign Seed
354|337|25

// Pigtails [R12] = Orange Block Seed + Daisy Seed
356|173|23

// Cloudstone Block [R28] = Aqua Block Seed + Dreamstone Block Seed
358|179|361

// Dreamstone Block [R23] = Orange Block Seed + Bed Seed
360|173|281

// Mud Glob [R4] = Dirt Seed + Daisy Seed
368|3|23

// Cargo Shorts [R3] = Dirt Seed + Wood Block Seed
370|3|101

// Stinky Socks [R4] = Dirt Seed + Mushroom Seed
372|3|195

// Tan Shirt [R4] = Dirt Seed + Rock Background Seed
374|3|105

// Super Crate Box [R3] = Dirt Seed + Sign Seed
376|3|21

// Amber Glass [R3] = Dirt Seed + Glass Pane Seed
378|3|57

// Lava Rock [R2] = Lava Seed + Cave Background Seed
380|5|15

// Time-Space Rupture [R79] = High Tech Wall Seed + House Entrance Seed
382|323|225

// Stove [R71] = High Tech Block Seed + Lava Rock Seed
398|325|381

// Spatula [R88] = Stove Seed + Picket Fence Seed
400|399|265

// Apron [R82] = Stove Seed + Checker Wallpaper Seed
402|399|285

// Chef Hat [R74] = Stove Seed + Mushroom Seed
404|399|195

// Blueberry Pie [R83] = Stove Seed + Blueberry Seed
406|399|197

// Checkpoint [R42] = Bubble Wrap Seed + Cloudstone Block Seed
410|329|359

// Sheet Music: Blank [R9] = Super Crate Box Seed + White Block Seed
412|377|169

// Sheet Music: Bass Note [R24] = Sheet Music: Blank Seed + Blue Block Seed
414|413|181

// Sheet Music: Sharp Bass [R32] = Sheet Music: Bass Note Seed + Death Spikes Seed
416|415|163

// Sheet Music: Flat Bass [R25] = Sheet Music: Bass Note Seed + Rock Seed
418|415|11

// Sheet Music: Piano Note [R14] = Sheet Music: Blank Seed + Green Block Seed
420|413|177

// Sheet Music: Sharp Piano [R22] = Sheet Music: Piano Note Seed + Death Spikes Seed
422|421|163

// Sheet Music: Flat Piano [R15] = Sheet Music: Piano Note Seed + Rock Seed
424|421|11

// Sheet Music: Drums [R13] = Sheet Music: Blank Seed + Brown Block Seed
426|413|185

// Race Start Flag [R22] = Blue Star Wallpaper Seed + Pointy Sign Seed
428|433|25

// Race End Flag [R33] = Race Start Flag Seed + Checker Wallpaper Seed
430|429|285

// Blue Star Wallpaper [R18] = Blue Block Seed + Amber Glass Seed
432|181|379

// Wall Like An Egyptian [R22] = Sandstone Seed + Mud Glob Seed
436|333|369

// Plumbing [R18] = Bathtub Seed + Green Block Seed
438|231|177

// Ice [R30] = Cloudstone Block Seed + Glass Pane Seed
440|359|57

// Fishbowl [R40] = Ice Seed + Wooden Window Seed
444|441|59

// Poodle Skirt [R41] = Dreamstone Block Seed + Das Red Balloon Seed
446|361|339

// Backpack [R17] = Super Crate Box Seed + Bed Seed
448|377|281

// Space Helmet [R82] = Fishbowl Seed + Checkpoint Seed
450|445|411

// Plate Mail [R51] = Steel Block Seed + Portcullis Seed
452|187|61

// Venus Guytrap [R41] = Magic Bacon Wallpaper Seed + Daisy Seed
454|327|23

// Dice Block [R70] = Art Wall Seed + Grey Block Seed
456|335|165

// Dresser [R14] = Dungeon Door Seed + Wooden Table Seed
458|31|223

// Table Lamp [R24] = Blue Star Wallpaper Seed + Wooden Table Seed
460|433|223

// Fedora [R83] = Time-Space Rupture Seed + Black Block Seed
462|383|167

// Dame's Fedora [R85] = Time-Space Rupture Seed + Poppy Seed
464|383|189

// Pinstripe Suit [R82] = Time-Space Rupture Seed + Rose Seed
466|383|191

// Pinstripe Pants [R89] = Time-Space Rupture Seed + Stripey Wallpaper Seed
468|383|201

// Cigar [R81] = Time-Space Rupture Seed + Lava Rock Seed
470|383|381

// Tommygun [R87] = Time-Space Rupture Seed + Death Spikes Seed
472|383|163

// Flapper Headband [R82] = Time-Space Rupture Seed + Daisy Seed
474|383|23

// Flapper Dress [R80] = Time-Space Rupture Seed + Lava Seed
476|383|5

// Art Deco Block [R83] = Time-Space Rupture Seed + Grey Block Seed
478|383|165

// Victrola [R94] = Time-Space Rupture Seed + Olde Timey Radio Seed
480|383|65

// Big Old Sideways Arrow [R13] = Pointy Sign Seed + Orange Block Seed
482|25|173

// Big Old Up Arrow [R22] = Pointy Sign Seed + Das Red Balloon Seed
484|25|339

// Big Old Down Arrow [R13] = Pointy Sign Seed + Devil Horns Seed
486|25|127

// Blue Wristband [R34] = Race Start Flag Seed + Blueberry Seed
488|429|197

// Blue Headband [R73] = Race Start Flag Seed + Golden Halo Seed
490|429|129

// Red Sportsball Jersey [R28] = Big Old Up Arrow Seed + White Block Seed
492|485|169

// Red Sweatpants [R19] = Big Old Down Arrow Seed + White Block Seed
494|487|169

// Air Robinsons [R47] = Bubble Wrap Seed + Race End Flag Seed
496|329|431

// Hippie Sandals [R23] = Magic Egg + Wall Like An Egyptian Seed
498|611|437

// Pastel Pants [R4] = Magic Egg + Daisy Seed
500|611|23

// Pastel Suit [R11] = Magic Egg + Painting: Dink Duck Seed
502|611|111

// Bunny Mask [R8] = Magic Egg + Flowery Wallpaper Seed
504|611|199

// Bunny Ears [R16] = Magic Egg + Polka Dot Block Seed
506|611|283

// Wicker Basket [R16] = Magic Egg + Lattice Background Seed
508|611|613

// Pastel Pink Block [R5] = Magic Egg + Red Block Seed
510|611|171

// Pastel Orange Block [R10] = Magic Egg + Orange Block Seed
512|611|173

// Pastel Yellow Block [R7] = Magic Egg + Yellow Block Seed
514|611|175

// Pastel Green Block [R6] = Magic Egg + Green Block Seed
516|611|177

// Pastel Aqua Block [R6] = Magic Egg + Aqua Block Seed
518|611|179

// Pastel Blue Block [R16] = Magic Egg + Blue Block Seed
520|611|181

// Pastel Purple Block [R20] = Magic Egg + Purple Block Seed
522|611|183

// Bunny Tail [R10] = Magic Egg + Bush Seed
524|611|193

// Pinball Bumper [R53] = Blue Star Wallpaper Seed + Steel Block Seed
526|433|187

// Orange Portal [R78] = Orange Block Seed + High Tech Wall Seed
544|173|323

// Blue Portal [R84] = Blue Block Seed + High Tech Block Seed
546|181|325

// Glass Block [R7] = Glass Pane Seed + Aqua Block Seed
548|57|179

// Bookcase [R42] = Dresser Seed + Rainbow Block Seed
550|459|309

// Secret Passage [R15] = Wood Block Seed + Big Old Sideways Arrow Seed
552|101|483

// Ladder [R26] = Big Old Up Arrow Seed + Wooden Platform Seed
554|485|103

// Grey Wallpaper [R42] = Grey Block Seed + Magic Bacon Wallpaper Seed
556|165|327

// Red Wallpaper [R42] = Red Block Seed + Magic Bacon Wallpaper Seed
558|171|327

// Orange Wallpaper [R47] = Orange Block Seed + Magic Bacon Wallpaper Seed
560|173|327

// Yellow Wallpaper [R44] = Yellow Block Seed + Magic Bacon Wallpaper Seed
562|175|327

// Green Wallpaper [R43] = Green Block Seed + Magic Bacon Wallpaper Seed
564|177|327

// Aqua Wallpaper [R43] = Aqua Block Seed + Magic Bacon Wallpaper Seed
566|179|327

// Blue Wallpaper [R53] = Blue Block Seed + Magic Bacon Wallpaper Seed
568|181|327

// Purple Wallpaper [R57] = Purple Block Seed + Magic Bacon Wallpaper Seed
570|183|327

// Baneful Mask [R58] = Plumbing Seed + The Darkness Seed
576|439|299

// Happy Joy Plaque [R3] = Cave Background Seed + Door Seed
580|15|13

// Wizard Hat [R65] = Bookcase Seed + Dreamstone Block Seed
582|551|361|586

// Elvish Longbow [R39] = Ladder Seed + Big Old Sideways Arrow Seed
594|555|483

// Treasure Chest [R55] = Golden Block Seed + Dresser Seed
596|261|459

// Dragon Gate [R57] = Portcullis Seed + Venus Guytrap Seed
598|61|455

// Wizard's Robe [R60] = Purple Wallpaper Seed + Happy Joy Plaque Seed
600|571|581

// GrowBeats Headphones [R69] = Note Block Seed + Boombox Seed
602|221|63

// Golden Sword [R58] = Golden Block Seed + Picket Fence Seed
604|261|265

// Barrel [R11] = Super Crate Box Seed + Dungeon Door Seed
606|377|31

// Tavern Sign [R85] = Art Deco Block Seed + Sign Seed
608|479|21

// Lattice Background [R15] = Wooden Chair Seed + Wooden Background Seed
612|219|53

// Rotten Egg [R6] = Magic Egg + Evil Bricks Seed
614|611|249

// Cuddly Bunny [R41] = Magic Egg + Fishbowl Seed
616|611|445|618

// Copper Plumbing [R27] = Plumbing Seed + Orange Block Seed
620|439|173

// Steel Girder [R50] = Steel Block Seed + Lattice Background Seed
622|187|613

// Pinball Sproinger [R56] = Pinball Bumper Seed + Mushroom Seed
624|527|195

// Tangram Block A [R15] = Checker Wallpaper Seed + Grey Block Seed
626|285|165|648

// Chalkboard [R52] = Grey Wallpaper Seed + Painting: Yerfdog Seed
650|557|109

// School Desk [R20] = Wooden Chair Seed + Orange Block Seed
652|219|173

// Red Bricks [R7] = Red Block Seed + Bricks Seed
654|171|117

// Mailbox [R57] = Big Old Up Arrow Seed + Steel Block Seed
656|485|187

// Bulletin Board [R67] = Lattice Background Seed + Chalkboard Seed
658|613|651

// Baseball Bat [R12] = House Entrance Seed + Sign Seed
662|225|21

// Swiss Cheese Block [R21] = Pastel Yellow Block Seed + Bubble Wrap Seed
664|515|329

// Granite Block [R23] = Sandstone Seed + Stone Wall Seed
666|333|337

// Marble Block [R46] = Granite Block Seed + Dreamstone Block Seed
668|667|361

// Pencil [R8] = Yellow Block Seed + Wood Block Seed
670|175|101

// Grey Hair Bun [R19] = Grey Block Seed + Olde Timey Radio Seed
674|165|65

// Apple [R19] = Blueberry Seed + Red Bricks Seed
676|197|655

// Crimson Eagle Wings [R95] = Red Wallpaper Seed + Blue Wallpaper Seed
678|559|569

// Grimstone [R7] = Stone Wall Seed + Grass Seed
680|337|17

// Blackrock Wall [R42] = The Darkness Seed + Lava Rock Seed
682|299|381

// Iron Bars [R26] = Plumbing Seed + Death Spikes Seed
684|439|163

// Jail Door [R42] = Iron Bars Seed + Portcullis Seed
686|685|61

// Skeleton [R72] = Grey Wallpaper Seed + Ice Seed
688|557|441

// Headsman's Axe [R65] = Pencil Seed + Dragon Gate Seed
690|671|599

// Worthless Rags [R5] = Dirt Seed + Mud Glob Seed
694|3|369

// Torch [R3] = Sign Seed + Lava Seed
696|21|5

// Stinky Bucket [R32] = Barrel Seed + Swiss Cheese Block Seed
724|607|665

// Acid [R35] = Cactus Seed + Plumbing Seed
726|331|439

// Clouds [R35] = Cloudstone Block Seed + Glass Block Seed
728|359|549

// Hammer Pants [R72] = Tangram Block A Seed + Purple Wallpaper Seed
730|627|571

// Cybernetic Arm [R89] = Steel Girder Seed + Boombox Seed
734|623|63

// Neon Lights [R26] = Glass Block Seed + Purple Block Seed
740|549|183

// Card Block - Spade [R33] = Tangram Block A Seed + Das Red Balloon Seed
742|627|339|748

// Flipping Coin [R54] = Golden Block Seed + Sheet Music: Drums Seed
752|261|427

// Gambler's Visor [R12] = Green Block Seed + Glass Block Seed
754|177|549

// Slot Machine [R95] = Roulette Wheel Seed + Yellow Wallpaper Seed
756|759|563

// Roulette Wheel [R51] = Card Block - Spade Seed + Cuzco Wall Mount Seed
758|743|253

// Password Door [R77] = Jail Door Seed + Steel Block Seed
762|687|187

// Traffic Barricade [R50] = Table Lamp Seed + Ladder Seed
774|461|555

// Toxic Waste Barrel [R46] = Acid Seed + Barrel Seed
776|727|607

// Biohazard Sign [R14] = Danger Sign Seed + Orange Block Seed
780|29|173

// Antidote [R31] = Blueberry Seed + Apple Seed
782|197|677

// Tombstone [R95] = Skeleton Seed + Granite Block Seed
784|689|667

// Military Radio [R36] = Biohazard Sign Seed + Sheet Music: Sharp Piano Seed
786|781|423

// Zombie-Stompin' Boots [R15] = Grimstone Seed + Death Spikes Seed
788|681|163

// Combat Vest [R86] = Green Wallpaper Seed + Aqua Wallpaper Seed
790|565|567

// Showgirl Headdress [R34] = Blue Star Wallpaper Seed + Portcullis Seed
794|433|61

// Showgirl Top [R48] = Blue Star Wallpaper Seed + Ice Seed
796|433|441

// Showgirl Leggings [R33] = Blue Star Wallpaper Seed + Lattice Background Seed
798|433|613

// Zeta Reticulant Mask [R78] = Military Radio Seed + Grey Wallpaper Seed
800|787|557

// Red Growsaber [R126] = Neon Lights Seed + Crystal Block Seed
802|741|263|812

// Flaming Skull Mask [R75] = Skeleton Seed + Torch Seed
816|689|697

// Ripper Wings [R96] = Devil Horns Seed + Chandelier Seed
818|127|341

// Water Bucket [R12] = Toilet Seed + Aqua Block Seed
822|107|179

// Refrigerator [R85] = Ice Seed + Treasure Chest Seed
824|441|597

// Emerald Block [R135] = Crystal Block Seed + Acid Seed
826|263|727

// Ruby Block [R123] = Crystal Block Seed + Dreamstone Block Seed
828|263|361

// Coral [R22] = Ocean Rock Seed + Seaweed Seed
832|851|847

// Seaweed [R21] = Bush Seed + Water Bucket Seed
846|193|823

// Barky's Mask [R21] = Painting: Yerfdog Seed + Barrel Seed
852|109|607

// Palm Tree [R28] = Wall Like An Egyptian Seed + Pastel Green Block Seed
854|437|517

// Screen Door [R17] = Lattice Background Seed + Door Seed
858|613|13

// Wrought-Iron Fence [R24] = Portcullis Seed + Pencil Seed
860|61|671

// Velvet Rope [R40] = Copper Plumbing Seed + Big Old Sideways Arrow Seed
862|621|483

// Sproingy Eyes [R75] = Pinball Sproinger Seed + Apple Seed
864|625|677

// Cow [R89] = Refrigerator Seed + Brown Block Seed
866|825|185

// Chicken [R58] = Rubber Ducky Seed + Clouds Seed
872|301|729

// Wheat [R3] = Grass Seed + Sand Seed
880|17|443

// Barn Block [R7] = Super Crate Box Seed + Red Block Seed
884|377|171

// Barn Door [R9] = Door Seed + Barn Block Seed
886|13|885

// Red Wood Wall [R8] = Red Block Seed + Wooden Background Seed
888|171|53

// Straw Hat [R54] = Wheat Seed + Golden Halo Seed
890|881|129

// Overalls [R64] = Barrel Seed + Blue Wallpaper Seed
892|607|569

// Pitchfork [R27] = Wrought-Iron Fence Seed + Crappy Sign Seed
894|861|27

// Farmgirl Hair [R46] = Velvet Rope Seed + Poppy Seed
896|863|189

// Laboratory [R99] = Refrigerator Seed + Biohazard Sign Seed
912|825|781

// Science Station [R82] = Toxic Waste Barrel Seed + Military Radio Seed
928|777|787

// Scoreboard [R91] = Table Lamp Seed + Bulletin Board Seed
948|461|659

// E-Z Cook Oven [R76] = Stove Seed + Pastel Pink Block Seed
952|399|511

// Sugar Cane [R24] = Seaweed Seed + Happy Joy Plaque Seed
954|847|581

// Tomato [R11] = Red Bricks Seed + Mud Glob Seed
962|655|369

// Ancient Stone Gate [R17] = Portcullis Seed + Sandstone Wall Seed
972|61|435

// Achievement Block [R68] = Wood Block Seed + Art Wall Seed
982|101|335

// Street Sign [R15] = Pointy Sign Seed + Sidewalk Seed
986|25|995

// Gargoyle [R16] = Grimstone Seed + Devil Horns Seed
988|681|127

// Gothic Building [R89] = Blackrock Wall Seed + Orange Wallpaper Seed
990|683|561

// Streetlamp [R44] = Neon Lights Seed + Plumbing Seed
992|741|439

// Sidewalk [R11] = Red Bricks Seed + Grey Block Seed
994|655|165

// Tenement Building [R11] = Garbage Seed + House Entrance Seed
996|857|225

// Fire Escape [R76] = Steel Girder Seed + Ladder Seed
998|623|555

// Fire Hydrant [R54] = Water Bucket Seed + Red Wallpaper Seed
1002|823|559

// Blue Mailbox [R72] = Blue Block Seed + Mailbox Seed
1006|181|657

// Parasol [R89] = Clouds Seed + Fire Hydrant Seed
1020|729|1003

// Cowboy Hat [R23] = Sand Seed + Big Old Up Arrow Seed
1022|443|485

// War Paint [R87] = Tomato Seed + Fire Escape Seed
1024|963|999

// Face Bandana [R31] = Polka Dot Block Seed + Pastel Blue Block Seed
1026|283|521

// Sheriff's Vest [R60] = Blue Star Wallpaper Seed + Jail Door Seed
1028|433|687

// Kansas Curls [R30] = Rubber Ducky Seed + Pastel Yellow Block Seed
1032|301|515

// Corset [R62] = Pastel Aqua Block Seed + Pinball Sproinger Seed
1034|519|625

// Western Building [R12] = Sand Seed + Tenement Building Seed
1038|443|997

// Saloon Doors [R14] = Western Building Seed + Door Seed
1040|1039|13

// Western Banner [R14] = Western Building Seed + Sign Seed
1042|1039|21

